sample_id,split,gender,discipline,clinical_experience,country,question_type,prompt,question,question_clean,answer_options,correct_answer,answer_rationale,specialty,region_specific,mentions_Africa,mentions_age,mentions_gender,tier,neg_percent,quality,rated_african,rated_correct,rated_omission,rated_hallucination,rated_reasonable,rated_harmful,rated_bias,version
4503e82924990cd1ec8629dc0a2757f8f931a655503b90b91dc0b23999108990,train,Female,,,ZA,consumer_queries,"Your flatmate's child complains of blurry vision, seeing ghost images and thinks he has Keratoconus and is going to visit the nearest doctor. Question: ",Is zhe child losing the mind?,Is zhe child losing the mind?,,,,Ophthalmology,,0.0,1.0,0.0,crowdsourced,0.03,False,,,,,,,,v3
7cc400cea32da9d195c8151590284729704afad98b29437d11430f99588d6b08,train,Male,Non-Health,Consultant,KE,consumer_queries,Your male flatmate complains of growth on the eye that may affect vision and thinks he has Pterygium and is going to visit the nearest doctor. Question: ,Is a pterygium cancerous or benign?,Is a pterygium cancerous or benign?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
56a0e185d9427c17f2416d447954f166ccbb6ef3c1239dd6b364200f12ceed9f,train,Female,,,PH,consumer_queries,"Your female friend complains of eyelid swelling, redness, itching and thinks she has Blepharitis and is going to visit the nearest doctor. Question: ",Is there any cosmetic restriction I should be concerned about?,Is there any cosmetic restriction I should be concerned about?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.02,True,,,,,,,,v3
54cb2b50296b1ff1b955da6ff1b79e375a16c87540b8f39690fd1b9b51a4e8a5,train,Female,,,ZA,consumer_queries,"Your female flatmate complains of blurred vision, seeing halos around lights and thinks she has Cataracts and is going to visit the nearest doctor. Question: ",What are the symptoms of this illness ,What are the symptoms of this illness ,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.03,True,,,,,,,,v3
a19162402e9ad6938efe2559d220828594da7e4372734b495b20728c929928ae,train,Female,,,ZA,consumer_queries,"Your female flatmate complains of severe pain, redness in the eye, blurry vision and thinks she has Corneal ulcer and is going to visit the nearest doctor. Question: ",Will she lose her vision?,Will she lose her vision?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.11,True,,,,,,,,v3
04461c66d085ea1bff9b2684b0db5813997d1f6cc84eef559841a0ebe6dc977d,train,Female,Health Research,Licensed Professional,KE,consumer_queries,"Your female coursemate complains of flashes of light, seeing ""floaters"" and thinks she has Retinal detachment and is going to visit the nearest doctor. Question: ",What are the treatment options for retinal detachment?,What are the treatment options for retinal detachment?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.25,,,,,,,,,v3
c45874e361202b9ed23e6f14b7a9405990f461f2b8ffa97a90a58c2abb42d843,train,Male,Pharmacy,Student,KE,consumer_queries,"Your male classmate complains of redness, itching, discharge from one or both eyes and thinks he has Conjunctivitis (Pink Eye) and is going to visit the nearest doctor. Question: ",Can i go blind if i don't treat this well?,Can i go blind if i don't treat this well?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,True,,,,,,,,v3
ce92780cdec79efaa883659371536c1d8cf38a26bc17deb02c95f12b8c2c53bc,train,Female,,,ZA,consumer_queries,Your female roommate complains of blurred or no vision in the center of the visual field and thinks she has Age-related Macular Degeneration (AMD) and is going to visit the nearest doctor. Question: ,when did you start experiencing this??,when did you start experiencing this??,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,1.0,,,,,,,,,v3
fa93e534a0014c6d42e061bdaa49cf3acbeace405dbf697433be90c9c5224098,train,Female,Health Research,Licensed Professional,KE,consumer_queries,Your female roommate complains of difficulty reading or seeing at a distance and thinks she has Refractive Errors and is going to visit the nearest doctor. Question: ,How do you fix a refractive error?,How do you fix a refractive error?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.25,,,,,,,,,v3
6c343c4bb4d74f1db714a53a29062530a94e3aa97690065aa92bd933c511e9c2,train,Female,Health Research,Other,ZA,consumer_queries,"Your female coworker complains of dryness, redness, irritation in the eyes and thinks she has Dry eye syndrome and is going to visit the nearest doctor. Question: ",Can not drinking enough water cause this syndrome?,Can not drinking enough water cause this syndrome?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.43,,,,,,,,,v3
bf911f0e478fdc1739189ad5dceb149d8f2384a000d6cc81acda8e7a6da27023,train,Female,Health Research,Researcher,ZA,consumer_queries,"Your female classmate complains of sudden loss of vision, seeing floaters and thinks she has Vitreous hemorrhage and is going to visit the nearest doctor. Question: ",How to treat this disease ,How to treat this disease ,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.44,,,,,,,,,v3
f516b3bdbae745c2e13eee017cc14f915054fd969e5c62b4009bcb3bf78cf6ff,train,Female,Medicine,Student,KE,consumer_queries,"Your male neighbor complains of pain, loss of color vision, blurred vision and thinks he has Optic neuritis and is going to visit the nearest doctor. Question: ",are there any available treatment options available for me? what are the chances of me becoming blind?,are there any available treatment options available for me? what are the chances of me becoming blind?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
bece1245305841966fa4b8e3e22d8078ca1605efb7e4163748d1ebd230befb7e,train,Female,Nursing,Student,KE,consumer_queries,"Your female friend complains of eyelid swelling, redness, itching and thinks she has Blepharitis and is going to visit the nearest doctor. Question: ",What is the best advice for blepharitis?,What is the best advice for blepharitis?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.01,True,,,,,,,,v3
1f76dba75c42b9a3d533126ff37b85a5fe40257764b091445f34c78c00a0e794,train,Female,,,ZA,consumer_queries,"Your female flatmate complains of blurred vision, seeing halos around lights and thinks she has Cataracts and is going to visit the nearest doctor. Question: ",Will this be permanent ,Will this be permanent ,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.03,,,,,,,,,v3
ba69c2f795e10129e7814720187b09bb14f83fd7810094e8eab227cca06a4ba2,train,Female,,,PH,consumer_queries,"Your female neighbor complains of severe pain, redness in the eye, vision loss and thinks she has Endophthalmitis and is going to visit the nearest doctor. Question: ",What type of eyedrops can I use to reduce inflammation of the eye?,What type of eyedrops can I use to reduce inflammation of the eye?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.02,True,,,,,,,,v3
a11d00ca53aed2bba83e5a2e3a9affe65cd3c49af1308043292a1372b963eecf,train,Female,Pharmacy,Other,ZA,consumer_queries,"Your female neighbor complains of severe pain, redness in the eye, vision loss and thinks she has Endophthalmitis and is going to visit the nearest doctor. Question: ","""Is there any damage to my cornea?"" The cornea is the clear part of the eye, and it's very important for vision","""Is there any damage to my cornea?"" The cornea is the clear part of the eye, and it's very important for vision",,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.33,False,,,,,,,,v3
27ed2009501f3b3e32a0561417051e0d18487db12a8c19fb6fd87d49c012d4aa,train,Female,Health Research,Researcher,ZA,consumer_queries,"Your female flatmate complains of pain, irritation in the eyes, and discharge and thinks she has Trachoma and is going to visit the nearest doctor. Question: ",How to treat this ,How to treat this ,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.44,,,,,,,,,v3
1184161c664df17d4cbe43088196cc80ac6a2e7bdba616024c4899f6f3bf4e74,train,Male,,,KE,consumer_queries,"Your male friend complains of eye redness, pain, blurred vision and thinks he has Uveitis and is going to visit the nearest doctor. Question: ",How long have you been with the condition?,How long have you been with the condition?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,1.0,False,,,,,,,,v3
cee196b7c19550d47ff30b68d52ae11dae05342631d52fae3ffbff6163bb9fe0,train,Female,Pharmacy,Other,ZA,consumer_queries,"Your male coworker complains of vision problems, especially in dim light and thinks he has Sickle cell retinopathy and is going to visit the nearest doctor. Question: ",Is there a laser treatment for Sickle cell Retinopathy? ,Is there a laser treatment for Sickle cell Retinopathy? ,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.33,,,,,,,,,v3
9b55c2a4cc00b7f3a7e00092eacd3b74b620444c8ee9ef60625fa5522d36a633,train,Female,Medicine,Licensed Professional,ZA,consumer_queries,"Your female flatmate complains of severe pain, redness in the eye, blurry vision and thinks she has Corneal ulcer and is going to visit the nearest doctor. Question: ",What the worst that could happen to her eyes if it is corneal ulcer that she is suffering from? Is there by any chance that she is going to need surgery? ,What the worst that could happen to her eyes if it is corneal ulcer that she is suffering from? Is there by any chance that she is going to need surgery? ,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.16,True,,,,,,,,v3
befab7ae95357b804699733e9e9240bce023772bcc1dc63345655f9368b58d82,train,Male,Medicine,Student,KE,consumer_queries,"Your male classmate complains of severe itching, bumps under the skin, blindness and thinks he has River blindness (Onchocerciasis) and is going to visit the nearest doctor. Question: ",What is the role of antibiotics (Doxycycline) in treatment if it is a parasitic infection?,What is the role of antibiotics (Doxycycline) in treatment if it is a parasitic infection?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
97b2f28e0eb3dcf0312bcb7bf940dcbaa3643bdef89bfff5e12329f9e5468343,train,Female,Non-Health,Other,ZA,consumer_queries,"Your female neighbor complains of severe pain, redness in the eye, vision loss and thinks she has Endophthalmitis and is going to visit the nearest doctor. Question: ",Is this curable?,Is this curable?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
132ead94005d1cb244895fef8599ddb4383afb767aecb81250f36d311827542e,train,Male,Non-Health,Consultant,KE,consumer_queries,"Your male coworker complains of vision problems, especially in dim light and thinks he has Sickle cell retinopathy and is going to visit the nearest doctor. Question: ",What medical problems are caused by sickle cell disease? .,What medical problems are caused by sickle cell disease? .,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
c9702c9460e539a28634cee53c456b020dfb813caaf21de3d30dcc1fd8f872a7,train,Female,Non-Health,Other,KE,consumer_queries,Your female classmate complains of loss of peripheral vision and thinks she has Glaucoma and is going to visit the nearest doctor. Question: ,"Is eating carrots as useful at this point? Also, can I wear my contact lenses for beauty purposes?","Is eating carrots as useful at this point? Also, can I wear my contact lenses for beauty purposes?",,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
f34f1262165094f5ebdfb6bad33715d5d6d0775b7177ae15471deb02e447b759,train,Female,Pharmacy,Student,KE,consumer_queries,"Your female coworker complains of dryness, redness, irritation in the eyes and thinks she has Dry eye syndrome and is going to visit the nearest doctor. Question: ",Will my vision he affected in the long run?,Will my vision he affected in the long run?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
7bbc465187edd0e508e3ebc8736c19cb918caf28a775788f6c272db022e3e259,train,Female,Pharmacy,Other,ZA,consumer_queries,"Your female classmate complains of sudden loss of vision, seeing floaters and thinks she has Vitreous hemorrhage and is going to visit the nearest doctor. Question: ",What are other things that can help besides wearing eye glasses? ,What are other things that can help besides wearing eye glasses? ,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.33,,,,,,,,,v3
1baa8329ffdf3f28f855dcacc4bde4b273e718c992a4dff74932fa11cc5ed684,train,Female,Health Research,Other,ZA,consumer_queries,"Your female flatmate complains of blurred vision, seeing halos around lights and thinks she has Cataracts and is going to visit the nearest doctor. Question: ",Can my vision go back to normal if I practice healthy diet?,Can my vision go back to normal if I practice healthy diet?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.43,,,,,,,,,v3
ffaaf1e4aebaaa1abc58e0a57cd9becb6da0ae863b8f7d2cc9f36f70c40171ae,train,Female,Non-Health,Intern,PH,consumer_queries,"Your female flatmate complains of pain, irritation in the eyes, and discharge and thinks she has Trachoma and is going to visit the nearest doctor. Question: ","What preventive measures can I take to reduce the risk of contracting or spreading Trachoma, especially in environments where it is prevalent?","What preventive measures can I take to reduce the risk of contracting or spreading Trachoma, especially in environments where it is prevalent?",,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
f3fcdb43563052a3e8ac38f5aab465760d038d82d27853889d12f06450a7e1d9,train,Female,Non-Health,Student,LS,consumer_queries,"Your female coworker complains of dryness, redness, irritation in the eyes and thinks she has Dry eye syndrome and is going to visit the nearest doctor. Question: ",What is she supposed to do to reduce the dryness in the eyes,What is she supposed to do to reduce the dryness in the eyes,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,True,,,,,,,,v3
208505820eb0d4873287e0366ff181adc0af470c2bcc81844aff9779d6e6e885,train,Male,Medicine,Resident,KE,consumer_queries,"Your female flatmate complains of blurred vision, seeing halos around lights and thinks she has Cataracts and is going to visit the nearest doctor. Question: ","When cataracts occur, can they be cured medically or do I need to undergo surgery to restore my vision?","When cataracts occur, can they be cured medically or do I need to undergo surgery to restore my vision?",,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.25,,,,,,,,,v3
fc140474fb829747ed343aa748451ca4b69acc92cb48fb0c2aa06433d770acf9,train,Male,Pharmacy,Student,KE,consumer_queries,"Your female flatmate complains of blurred vision, seeing halos around lights and thinks she has Cataracts and is going to visit the nearest doctor. Question: ",could I potentially lose my sight permanently?,could I potentially lose my sight permanently?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
37054094eb1777c81c3c9c01fc2006e854b827f11b1060d10b13d68c1320318b,train,Male,Medicine,Other,KE,consumer_queries,"Your male classmate complains of redness, itching, discharge from one or both eyes and thinks he has Conjunctivitis (Pink Eye) and is going to visit the nearest doctor. Question: ","How can we figure out if my eye infection is caused by a virus, bacteria, or an allergy, and what does that mean for how it’s treated?","How can we figure out if my eye infection is caused by a virus, bacteria, or an allergy, and what does that mean for how it’s treated?",,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
cb085931b0742efc173a0d4192e46e48d06220e1a05c634766b751af1fbc971b,train,Female,Health Research,Licensed Professional,KE,consumer_queries,"Your female flatmate complains of pain, irritation in the eyes, and discharge and thinks she has Trachoma and is going to visit the nearest doctor. Question: ",Does trachoma cause blindness?,Does trachoma cause blindness?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.25,,,,,,,,,v3
3f30ec1a957892d7604f7d2e761670562e94bc1ebc246a41e7b9aaa37e71286a,train,Female,,,ZA,consumer_queries,"Your female neighbor complains of severe pain, redness in the eye, vision loss and thinks she has Endophthalmitis and is going to visit the nearest doctor. Question: ",How can one know that it is Endophthalmitis not just an eye infection? ,How can one know that it is Endophthalmitis not just an eye infection? ,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.07,True,,,,,,,,v3
8e53fd7e91d73c2c43ff3ac423ba43c402b7c54c6b4bcd8e302e89dc1e306eac,train,Female,Pharmacy,Licensed Professional,AU,consumer_queries,"Your female coursemate complains of flashes of light, seeing ""floaters"" and thinks she has Retinal detachment and is going to visit the nearest doctor. Question: ","What are the potential treatment options available for retinal detachment, and what are the success rates and risks associated with each option?","What are the potential treatment options available for retinal detachment, and what are the success rates and risks associated with each option?",,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
cb42b156ae5d96de782af10d33690130627567630c2032bf130b1e36e7f3dde8,train,Female,,,ZA,consumer_queries,"Your female flatmate complains of severe pain, redness in the eye, blurry vision and thinks she has Corneal ulcer and is going to visit the nearest doctor. Question: ",Will she loses her vision?,Will she loses her vision?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.03,True,,,,,,,,v3
16b9f4e153d9b2a54cea694dbc6d4517e4aa4814f0d04462f7a54a61f66887b9,train,Female,Pharmacy,Student,KE,consumer_queries,Your male roommate complains of difficulty in reading or seeing at close range and thinks he has Presbyopia and is going to visit the nearest doctor. Question: ,Does high light conditions worsen or better my condition?,Does high light conditions worsen or better my condition?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
7e3a956b11dd290f6e18abe6ce90e5c75811c5f2831f077890de755c521abd22,train,Male,Non-Health,Technician,KE,consumer_queries,Your male roommate complains of difficulty in reading or seeing at close range and thinks he has Presbyopia and is going to visit the nearest doctor. Question: ,"What are the best treatment options for Presbyopia, and how can I manage this conditions effectively?","What are the best treatment options for Presbyopia, and how can I manage this conditions effectively?",,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.12,,,,,,,,,v3
1860f02d8bba1ba92af3327bd3e32b83cacc979071ebb4472242a705b08266f8,train,Female,Nursing,Licensed Professional,KE,consumer_queries,"Your male classmate complains of severe itching, bumps under the skin, blindness and thinks he has River blindness (Onchocerciasis) and is going to visit the nearest doctor. Question: ","What preventive measures can I take to avoid contracting Onchocerciasis in the future, especially if I live in or travel to endemic areas?","What preventive measures can I take to avoid contracting Onchocerciasis in the future, especially if I live in or travel to endemic areas?",,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.08,,,,,,,,,v3
d7ea26af50a483891a044fd04b7467e8d02ceef295716ca32b762d6f6d5b0c86,train,Female,Health Research,Other,ZA,consumer_queries,Your female classmate complains of loss of peripheral vision and thinks she has Glaucoma and is going to visit the nearest doctor. Question: ,Can taking more pills cause more damage?,Can taking more pills cause more damage?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.43,,,,,,,,,v3
35c9105b7b1b6c7b0d5bad28b9dab716457bf3c2753e4a8089c93cdd4e868393,train,Female,Non-Health,Other,KE,consumer_queries,Your female classmate complains of loss of peripheral vision and thinks she has Glaucoma and is going to visit the nearest doctor. Question: ,What will happen if I don't get treated ASAP? She doesn't have the financial capability.,What will happen if I don't get treated ASAP? She doesn't have the financial capability.,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
803f4be1252a13abdfcc7cab4dc94e1b98695f19133c09b608f299165e61b4fa,train,Female,Health Research,Researcher,ZA,consumer_queries,"Your female neighbor complains of severe pain, redness in the eye, vision loss and thinks she has Endophthalmitis and is going to visit the nearest doctor. Question: ",Could she also have pink eye?,Could she also have pink eye?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.14,True,,,,,,,,v3
7a35a728cd0694a2225a01915aa8a0d1896573095563c628debfb09dcd79632b,train,Female,,,ZA,consumer_queries,Your male flatmate complains of growth on the eye that may affect vision and thinks he has Pterygium and is going to visit the nearest doctor. Question: ,Will he loss his vision?,Will he loss his vision?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.11,True,,,,,,,,v3
b754e05b63fe4e530d0fbf45d79dea32bf9c14c44d68f0e33f952ee16e347153,train,Female,Non-Health,Other,ZA,consumer_queries,Your male roommate complains of difficulty in reading or seeing at close range and thinks he has Presbyopia and is going to visit the nearest doctor. Question: ,"Could there be any underlying health conditions contributing to my presbyopia, and how can I address or manage them alongside treating the vision issue?","Could there be any underlying health conditions contributing to my presbyopia, and how can I address or manage them alongside treating the vision issue?",,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.03,,,,,,,,,v3
ad4ed65d5465a60fa0d30a44bf9c30f24e1b36da623a65aa289d96c2245f44ca,train,Female,,,PH,consumer_queries,"Your female friend complains of eyelid swelling, redness, itching and thinks she has Blepharitis and is going to visit the nearest doctor. Question: ",How is Blepharitis Related to Dry Eye Disease?,How is Blepharitis Related to Dry Eye Disease?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,True,,,,,,,,v3
ef18bf7d558cc33c775d18e7c3664297ce45839739662354acdd0811fb91f87c,train,Female,Non-Health,Intern,PH,consumer_queries,"Your male classmate complains of redness, itching, discharge from one or both eyes and thinks he has Conjunctivitis (Pink Eye) and is going to visit the nearest doctor. Question: ","What precautions should I take to prevent the spread of Conjunctivitis (Pink Eye) to others, and how can I avoid re-infecting myself?","What precautions should I take to prevent the spread of Conjunctivitis (Pink Eye) to others, and how can I avoid re-infecting myself?",,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
3c33052f5201ff70ad82ea0ce6e26876a0182220ac6e0f067e07642ae794d08e,train,Female,Health Research,Researcher,ZA,consumer_queries,"Your male coworker complains of vision problems, especially in dim light and thinks he has Sickle cell retinopathy and is going to visit the nearest doctor. Question: ",What tests can be done to confirm that his vision problems are related to Sickle cell retinopathy?,What tests can be done to confirm that his vision problems are related to Sickle cell retinopathy?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
7c385b38a78cdd047d3ae241462632f13656ca70f186eb85e188e142f67e99af,train,Male,Pharmacy,Student,KE,consumer_queries,"Your flatmate's child complains of blurry vision, seeing ghost images and thinks he has Keratoconus and is going to visit the nearest doctor. Question: ",is this condition reversible?,is this condition reversible?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
602c9b7dd631c3394b8059371abcdcf3f956b24da013e1c713858769be975b2d,train,Female,Health Research,Researcher,ZA,consumer_queries,"Your flatmate's child complains of blurry vision, seeing ghost images and thinks he has Keratoconus and is going to visit the nearest doctor. Question: ",Are there any specific lifestyle changes or habits I should adopt to manage or slow down the progression of Keratoconus?,Are there any specific lifestyle changes or habits I should adopt to manage or slow down the progression of Keratoconus?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.09,,,,,,,,,v3
86ebf64321ec3a8c4e7746bf5677087fdca5c4568ec7454b7705dd09f9c59926,train,Male,,,ZA,consumer_queries,"Your male classmate complains of redness, itching, discharge from one or both eyes and thinks he has Conjunctivitis (Pink Eye) and is going to visit the nearest doctor. Question: ",Which medication will help ,Which medication will help ,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.05,True,,,,,,,,v3
3582f1d2407c633b79602e05c450878d3e2b5b40d25375344fd58fd89b3bfa00,train,Male,Medicine,Resident,KE,consumer_queries,"Your female flatmate complains of severe pain, redness in the eye, blurry vision and thinks she has Corneal ulcer and is going to visit the nearest doctor. Question: ",What precautions should I take to prevent further irritation or infection of the corneal ulcer during the healing process?,What precautions should I take to prevent further irritation or infection of the corneal ulcer during the healing process?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.0,,,,,,,,,v3
994c5b2add51b803578f96a5d00e9c8037e507f834b6d3600872f6234fb28f5a,train,Female,Nursing,Student,KE,consumer_queries,"Your female flatmate complains of blurred vision, seeing halos around lights and thinks she has Cataracts and is going to visit the nearest doctor. Question: ",What is the major objective finding seen with cataracts?,What is the major objective finding seen with cataracts?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.01,True,,,,,,,,v3
a38f27b0caceca0507508f3d878a4728b6f45a6487cb523463dd7c309d4935e6,train,Female,Health Research,Student,MZ,consumer_queries,Your female roommate complains of blurred or no vision in the center of the visual field and thinks she has Age-related Macular Degeneration (AMD) and is going to visit the nearest doctor. Question: ,How can I treat this disease?,How can I treat this disease?,,,,Ophthalmology,,0.0,0.0,0.0,crowdsourced,0.47,,,,,,,,,v3
